CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	id	max_chemdir	max_comparison	sign_chemdir	CLUSTERID1_chemdir	CLUSTERID2_chemdir
70	437	17	0.8993	-0.000	208	0.2897136472308074	Pre-P:Post-P	-1.0	70	437
70	448	17	0.8542	-58.042	209	0.3108146412195423	Pre-P:Post-P	-1.0	70	448
70	569	17	0.8993	-0.000	210	0.16085326554124912	Pre-P:Post-P	-1.0	70	569
70	684	17	0.8265	-58.042	211	0.023944391343326252	Pre-P:Post-P	-1.0	70	684
70	75	17	0.8836	0.000	212	0.3353165579812764	Pre-P:Post-P	-1.0	70	75
71	189	2	0.9356	0.000	213	0.15344586759200562	Pre-P:Post-P	-1.0	71	189
71	288	2	1.0	-0.000	214	0.29395691519092915	Pre-P:Post-P	-1.0	71	288
71	344	2	0.9464	0.000	215	0.05774215782139626	Pre-P:Post-P	1.0	344	71
71	409	2	0.9524	-0.000	216	0.04773640152972744	Pre-P:Post-P	1.0	409	71
71	410	2	0.9157	-0.000	217	0.11776734812823295	Pre-P:Post-P	-1.0	71	410
71	411	2	0.9121	0.000	218	0.13077980865882463	Pre-P:Post-P	-1.0	71	411
71	420	2	0.9117	-58.042	219	0.10925414912057138	Pre-P:Post-P	1.0	420	71
71	682	2	0.9117	-58.042	220	0.19057489326530222	Pre-P:Post-P	-1.0	71	682
71	74	2	0.9209	-58.041	221	0.13882145215566885	Pre-P:Post-P	-1.0	71	74
71	772	2	0.9117	-58.042	222	0.30789204451876034	Pre-P:Post-P	1.0	772	71
72	335	5	0.6859	-259.944	223	0.6645258452364794	Pre-P:Post-P	1.0	335	72
72	514	5	0.7272	-390.445	224	0.935109986442138	Pre-P:Post-P	1.0	514	72
72	77	5	0.9253	0.000	225	0.27969029482196994	Pre-P:Post-P	1.0	77	72
74	189	2	0.9211	58.041	226	0.014624415436336795	Pre-P:Post-P	-1.0	74	189
74	288	2	0.9209	58.041	227	0.15513546303526032	Pre-P:Post-P	-1.0	74	288
74	344	2	0.9228	58.041	228	0.196563609977065	Pre-P:Post-P	1.0	344	74
74	409	2	0.9208	58.041	229	0.1865578536853963	Pre-P:Post-P	1.0	409	74
74	420	2	0.9068	-0.000	230	0.2480756012762402	Pre-P:Post-P	1.0	420	74
74	463	2	0.9077	-56.027	231	0.003450236162011423	Pre-P:Post-P	1.0	463	74
74	682	2	0.9068	-0.000	232	0.051753441109633334	Pre-P:Post-P	-1.0	74	682
74	763	2	0.9204	58.041	233	0.10261867971584372	Pre-P:Post-P	1.0	763	74
74	772	2	0.9068	-0.000	234	0.44671349667442917	Pre-P:Post-P	1.0	772	74
75	434	17	0.8747	-0.000	235	0.04590200864848665	Pre-P:Post-P	1.0	434	75
75	435	17	0.9043	-0.000	236	0.048960079196135466	Pre-P:Post-P	1.0	435	75
75	436	17	0.8463	-0.000	237	0.2614866666932961	Pre-P:Post-P	-1.0	75	436
75	437	17	0.883	-0.000	238	0.04560291075046906	Pre-P:Post-P	1.0	437	75
75	448	17	0.8258	-58.042	239	0.024501916761734157	Pre-P:Post-P	1.0	448	75
75	569	17	0.8361	-0.000	240	0.17446329244002726	Pre-P:Post-P	1.0	569	75
77	335	5	0.6525	-259.944	241	0.38483555041450945	Pre-P:Post-P	1.0	335	77
77	514	5	0.7154	-390.445	242	0.6554196916201681	Pre-P:Post-P	1.0	514	77
77	649	5	0.6535	14.437	243	1.2783842065018374	Pre-P:Post-P	1.0	649	77
78	421	19	0.7925	-0.000	244	0.27892855005181555	Pre-P:Post-P	-1.0	78	421
78	423	19	0.853	0.000	245	0.2700892463383946	Pre-P:Post-P	1.0	423	78
78	424	19	0.853	-0.000	246	0.1903293171465025	Pre-P:Post-P	-1.0	78	424
78	665	19	0.8661	-0.000	247	0.2144681706806346	Pre-P:Post-P	1.0	665	78
78	666	19	0.8661	-0.000	248	0.11720851364023925	Pre-P:Post-P	1.0	666	78
78	701	19	0.8065	-0.000	249	0.27007432934333936	Pre-P:Post-P	1.0	701	78
79	572	2	0.9107	-0.000	250	0.7283259821763982	Pre-P:Post-P	1.0	572	79
79	573	2	0.8817	-0.000	251	0.10320306756026558	Pre-P:Post-P	-1.0	79	573
80	111	68	0.7338	-64.043	252	0.004830166877321962	Pre-P:Post-P	1.0	111	80
81	243	38	0.9581	28.978	253	0.10758749680831364	Pre-P:Post-P	1.0	243	81
83	427	19	0.8077	15.995	254	0.04849032433063693	Pre-P:Post-P	-1.0	83	427
83	429	19	0.8041	-0.000	255	0.20938910252878967	Pre-P:Post-P	1.0	429	83
83	432	19	0.8704	-0.000	256	0.4444135466418261	Pre-P:Post-P	1.0	432	83
83	433	19	0.8248	-0.000	257	0.15581609170757782	Pre-P:Post-P	1.0	433	83
83	595	19	0.8414	0.000	258	0.07930500194026235	Pre-P:Post-P	-1.0	83	595
