row ID	s1_BD6_01_51095.mzXML Peak area	s3_repeat_BB7_01_51502.mzXML Peak area	s48_BD12_01_51107.mzXML Peak area	s47_repeat_BB5_01_51298.mzXML Peak area	s44_BC5_01_51067.mzXML Peak area	s53_repeat_BB10_01_51504.mzXML Peak area	s49_repeat_BB12_01_51305.mzXML Peak area	s52_BC9_01_51216.mzXML Peak area	s60_BE12_01_51130.mzXML Peak area	s61_repeat_BC10_01_51509.mzXML Peak area	s57_BA12_01_51170.mzXML Peak area	s68_BA11_01_51029.mzXML Peak area	s67b_BB6_01_51043.mzXML Peak area	s69_repeat_RD11_01_51500.mzXML Peak area	s73_BD8_01_51099.mzXML Peak area	s72_BD4_01_51091.mzXML Peak area	s77_BB8_01_51188.mzXML Peak area	s74_repeat_BD12_01_51287.mzXML Peak area	s78_rerun_BC12_01_51132.mzXML Peak area	s83_BD3_01_51089.mzXML Peak area	s79_BE2_01_51111.mzXML Peak area	s82_BD10_01_51103.mzXML Peak area	s84_BB7_01_51046.mzXML Peak area	s86_BB11_01_51054.mzXML Peak area	s4_BD9_01_51101.mzXML Peak area	s7_BB6_01_51183.mzXML Peak area	s8_repeat_BD6_01_51285.mzXML Peak area	s103_rerun_BC8_01_51134.mzXML Peak area	s99_BB2_01_51035.mzXML Peak area	s102_BB8_01_51048.mzXML Peak area	s87_BG6_01_51489.mzXML Peak area	s91_BA11_01_51168.mzXML Peak area	s90_BA10_01_51027.mzXML Peak area	s92_BE3_01_51113.mzXML Peak area	s95_repeat_RA3_01_51493.mzXML Peak area	s94_BA4_01_51015.mzXML Peak area	s9_BB5_01_51041.mzXML Peak area	s12_BC6_01_51209.mzXML Peak area	s13_repeat_BE4_01_51280.mzXML Peak area	s18_BG7_01_51491.mzXML Peak area	s14_BB4_01_51039.mzXML Peak area	s17_BA6_01_51019.mzXML Peak area	s113_rerun_BA4_01_51154.mzXML Peak area	s109_repeat_BC8_01_51291.mzXML Peak area	s112_repeat_BB9_01_51300.mzXML Peak area	s19_rerun_BC10_01_51138.mzXML Peak area	s23_repeat_BD5_01_51511.mzXML Peak area	s22_BC4_01_51065.mzXML Peak area	s24_BD2_01_51087.mzXML Peak area	s27_BE5_01_51263.mzXML Peak area	s28_BE4_01_51115.mzXML Peak area	s32_BB9_01_51050.mzXML Peak area	s33_repeat_BE7_01_51515.mzXML Peak area	s29_BB4_01_51179.mzXML Peak area	s34_BA8_01_51023.mzXML Peak area	s38_BE5_01_51117.mzXML Peak area	s37_BA5_01_51017.mzXML Peak area	s39_BD9_01_51246.mzXML Peak area	s43_BE10_01_51125.mzXML Peak area	s42_BB3_01_51037.mzXML Peak area
114	230395.916500002	318586.975999998	89927.8929999993	291412.190500001	22848.4274999992	283631.5165	234643.877499998	214021.3005	179720.302	336459.7215	23100.0660000001	170924.585000001	63499.874499999	345336.392499998	46858.1150000002	110430.341499999	86863.6639999977	59513.1739999994	259958.909000001	22508.2784999988	245778.190999999	24053.1445000001	22332.5199999998	21914.021000001	150053.632499999	46680.8555000001	150988.633	173809.7595	65734.8105000005	22007.4720000011	96222.2885	177326.537499999	21988.6580000011	24843.5399999998	162352.254999999	127154.411	22089.6225000001	22531.8099999996	144513.056000001	252630.119	44536.396	45317.616999999	152271.371499999	172973.052999999	415541.568999999	210227.809999999	122949.346499999	91619.0609999994	21747.1349999999	203979.976000001	23389.8210000005	45541.7395000007	239629.926499999	198611.696500002	22958.4104999995	205006.122500001	22389.2069999997	234633.565000001	89652.9714999996	45440.9409999993
115	63526.451500001	469605.555500001	299254.764499999	625052.147499999	56695.7714999999	426367.870000001	427940.7935	160135.195	738.963500000016	10664.8664999999	141598.049000001	93226.1735000009	395553.160500003	821087.44	1642187.4345	51650.6259999996	69550.7889999999	114488.145499999	397033.385	200311.426000001	1154.748	470839.414500001	4509.69399999994	64939.7624999999	437700.808	253302.042999998	4161.86299999998	398047.393499999	2168.84949999996	64724.9995000005	28731.7969999999	1678782.075	644253.1555	159448.192	31332.2450000004	1754.35500000003	228647.179000003	505866.091499999	6783.06599999996	712740.5615	1196634.7985	693568.721000001	1275.44550000002	426932.630500001	516738.8335	133203.905999998	708455.933500001	619080.054	876.383999999987	40348.7660000001	184505.582999999	137847.257	769628.968500001	152021.8745	122612.985999999	606530.628499999	139621.8605	189643.404	1408765.4855	773328.431500001
116	0	1104.864	37079.1660000001	51671.2869999999	0	15784.0185	46578.323	46011.9609999999	61753.9490000001	9323.923	0	223.040000000001	64671.7995	0	3479.5485	78075.4125	64422.512	0	8156.59350000001	4988.584	0	77544.453	0	23475.1360000001	0	55633.5564999999	7868.79050000003	549.010499999997	0	54904.1895	0	18427.6305	63944.3125000002	32977.1660000001	20956.57	50339.7004999998	191.3535	58533.0690000002	1022.073	1079.648	0	73844.5255000002	604.624000000005	0	44964.707	0	6304.00149999999	43707.2090000001	0	75153.0805	1139.11499999999	65255.3254999999	13350.2925	0	1472.5695	37532.1640000001	68216.373	0	6519.5225	65053.3029999999
117	22380.3855000005	6935.96899999976	23657.1054999992	16246.0669999998	130336.078500001	7223.34499999998	11378.7574999999	45069.284499999	87276.0354999998	17301.0425000001	42973.0715000006	43701.4255000003	20762.3999999998	12905.6595	43786.9500000002	20941.5030000001	22951.7684999991	12798.7	21438.1439999996	21238.3080000004	44362.6429999993	69117.9055000007	40034.2020000005	41536.8935	110151.3325	67315.8905000003	18411.0170000001	20833.3290000001	20183.4335000004	62505.9224999999	19001.6080000002	21298.8050000001	109301.074	21692.3624999999	19126.2124999998	40762.0680000012	60951.4859999988	22942.8419999985	6573.37349999977	18741.6109999998	20559.6804999989	22288.5769999986	46355.2825	6527.5769999999	5750.4999999999	88782.4230000008	23624.49	41899.652999999	62338.9999999995	121656.621000001	66951.0659999994	42559.8319999998	23925.8949999998	67560.5735000009	20653.8969999992	21010.5434999995	67441.2230000001	70210.8874999999	132630.9665	20565.9090000004
118	20864.1159999996	273227.5505	66504.9519999989	230405	149502.5555	220406.158999999	199760.074	181660.503	102604.256999999	244373.752500001	123812.166	79799.4170000016	21167.6850000001	80741.2109999986	184471.826999999	42223.709000001	143800.690499999	398628.613	21224.2029999996	21677.7419999989	22591.7999999999	144550.289499998	40141.0040000004	308713.0365	21957.9519999988	43316.4915000018	127163.9805	86988.2970000001	226965.5325	42485.9340000013	304484.500999999	62311.6290000005	21282.2799999998	236526.539000001	430889.252999999	100318.063499999	42391.7530000002	227302.650499999	97549.4225000001	306232.036999999	82973.2724999993	21361.976999999	183495.254500001	100360.673499999	101363.647499999	21203.7365000004	185315.2395	42725.6204999999	98843.4619999994	416383.016999998	194275.2825	97014.1049999995	163421.522	22192.4799999998	21785.0954999995	430665.677000001	21168.8550000002	120623.196500001	64440.894500001	363497.157500002
120	66545.1649999999	51362.6305	164009.5765	78804.5624999998	41071.9444999997	55758.3510000004	30286.734	15542.2604999999	33566.2764999997	60492.8580000004	497825.143499999	69078.0780000006	48134.539	57795.5254999998	44453.447	58289.0399999998	29896.6389999998	52026.8889999997	18113.7349999999	88685.8984999995	47017.3965000004	51532.8280000006	16126.0725	11442.2800000003	138079.056	121529.572500001	25770.7249999997	19770.5905000001	88617.3094999984	36396.1810000003	872197.746000003	118199.548	66621.0300000001	71095.4855000002	884403.905499997	64403.3405000002	86380.4055	45200.9700000003	62344.2259999999	178785.809	71782.8139999997	87559.545	87873.7575000004	52450.6309999999	62852.6894999997	28611.9550000002	70700.9060000002	31289.2649999999	57522.6915000005	76799.2975000002	161872.637500001	78399.592500001	50296.8839999997	101629.192500001	60955.4240000006	52124.3020000001	128522.1825	128575.182	237085.909	91279.4285000004
121	40908.5019999994	197045.358000003	171982.127999999	246260.2515	86219.857	404178.893	419375.17	243170.323499999	21764.7100000007	304609.603500001	123253.036	40921.7025	42243.695500001	142480.048499998	21589.0080000001	21051.9840000008	62042.0995000001	109366.546	184409.8535	21418.1999999999	190179.4	231458.0745	210490.56	212723.667	21110.6075000005	207395.072500002	212862.256500001	100253.704	21635.8049999999	20588.0220000004	226741.694500001	103974.781000001	43061.2760000009	45357.2029999993	321848.393999998	21089.8325000001	41980.1515000005	124458.016999999	201043.588	411503.625000001	21232.3759999991	102828.889	184200.035000001	236758.760000002	321794.385	63929.9069999996	53003.5349999998	145098.758500001	365203.501000001	23433.5500000005	85903.7875000006	195800.7935	250029.801499999	21993.3840000003	21455.139	66228.1280000003	205816.456000001	60144.9050000004	42709.4034999999	83770.8370000002
122	0	1449.496	42234.95	87353.7725	0	24987.4435	84578.595	58534.6865	100059.963	12307.588	0	1520.56000000001	93665.494	0	1300.522	107392.188	74815.8890000001	178.1605	9170.89900000001	4027.0745	224.200499999999	93382.5699999999	0	25203.2290000001	0	89088.173	13085.7895	1021.05599999999	178.4875	79171.7929999999	0	20365.937	82250.809	37943.7749999999	38216.3229999999	55437.3050000001	0	74496.4925000001	0	1650.812	0	104003.179	1031.319	0	71164.4275	0	9233.90249999997	51035.504	168.971499999998	91729.837	931.011000000004	76903.8574999999	21164.397	0	1526.5715	39037.5484999999	93359.773	0	6061.13849999999	94562.8155
124	16834.9650000001	27660.9299999998	57499.8399999998	121947.390000001	57078.2790000006	27172.4600000014	120997.712499999	73548.8980000004	77676.6509999997	230744.565	59175.1534999998	53570.309	68417.4310000002	27428.7795000011	58872.1150000006	91137.6914999995	57545.2790000005	24780.4919999995	35501.6284999993	140603.5145	40094.2745000002	115598.061	72112.1964999994	50570.0330000003	54698.6245000001	58788.5479999997	142193.297499999	52838.5719999999	35002.8800000001	111201.124	56275.3560000002	39073.1979999995	54844.5805000005	56717.2130000001	54837.7255000007	51197.2149999991	146155.4805	55127.4875000008	23800.0270000002	54001.4520000004	70170.7619999989	113295.920000001	37866.4805000005	102699.567000001	94663.1860000005	113509.0935	53989.9904999985	75201.3594999998	53601.2079999995	39943.8259999989	37153.0905000006	34476.5240000005	53130.958499999	91990.0679999999	37117.0500000007	35257.8110000006	73112.9439999995	119648.160500001	53923.8489999998	33485.5580000005
125	53600.1174999996	14186.4750000001	144047.9265	5877.93600000005	43789.951	11230.8995	4762.19750000006	124042.6075	131370.143	7618.13049999999	197776.773	129860.951	110211.9715	11135.671	50500.3355	55515.0524999999	53131.9869999997	11227.6465	56152.8345000007	133575.6845	49382.7849999997	143442.0075	40273.903	47671.8169999995	63307.9770000002	125744.149000001	14488.325	42906.5069999993	61995.3119999998	44814.3605000001	12654.0425000001	116512.118000001	56464.1370000002	45831.5664999999	27477.43	128695.9745	80694.5335000001	126048.704	10184.7425000001	6645.19700000009	50856.6884999992	46962.1880000001	67511.9569999991	13917.6325	3585.15300000004	121305.0215	11695.8399999999	134843.363	116001.8355	147868.801499999	67890.3354999997	52175.9330000002	5851.84300000001	54992.0540000003	52922.2149999998	64704.3899999999	53806.941	51973.5460000006	139144.0585	124339.235
126	72510.021	92998.7130000002	193283.767999998	168799.53	58432.7565000005	31341.3525000007	28742.4330000007	35138.5065000004	62058.9969999996	160278.472	99499.7344999998	55085.943	152135.950500001	30653.8595000007	75240.0185000004	18722.9894999996	76787.9945000002	58045.9440000008	56065.0119999994	38006.8919999996	57750.7479999998	98978.73	91170.214999999	85366.3879999994	55278.2540000004	143127.356	339553.060000001	36276.4599999997	57587.2605000006	54372.5545	157889.214000001	102416.856500001	37486.0505000006	39267.1725000003	65021.7499999995	57824.5025000005	76986.6404999998	39982.9964999995	28704.0315000005	30883.6099999999	57491.7600000006	78611.0130000002	39617.2835	144093.247000002	231506.3105	59662.3715	60919.6619999983	169677.2545	37743.5030000007	84051.9245000001	166592.662	116918.690500001	60552.9210000008	59833.7199999989	87535.8389999998	99101.412	39819.5370000007	39464.586	55026.8300000007	46870.9419999993
129	0	2347.15	55626.0335	32378.573	0	22405.3555	39036.437	75571.0655000001	75923.4215000001	10445.088	0	1161.1665	77401.5584999999	0	3673.239	81736.1819999999	91764.9420000001	0	10679.0715	4304.69800000001	0	44175.6075	0	30837.6075000001	0	98539.1235	14976.586	1191.88799999999	0	64596.435	0	25771.5735	88970.2599999999	42740.7569999999	23830.2474999999	85390.2160000002	0	87467.9035	1212.341	878.209000000003	0	109832.5615	1702.469	0	44205.6445	0	9573.90599999998	69808.7734999999	212.939999999999	101345.7265	1668.83550000001	105864.131	18903.49	0	2584.32400000001	60283.7109999999	98373.2325	0	9503.84449999999	98708.724
130	189.072000000001	1462.867	27363.5235000001	62861.5865	0	16860.9215	65564.6635	38496.5384999999	57839.1315000001	7835.547	0	505.369499999997	51953.299	0	1392.9925	51909.3375000001	53800.334	0	5144.45350000001	2317.4465	0	61998.19	0	17063.389	0	49101.9349999999	6910.05850000003	533.1955	178.4875	41663.913	0	13346.1275	53056.1300000002	21774.2285	67352.8225	13685.2305	206.199	46617.3735000002	784.827499999998	1431.0065	0	58015.3175000002	1239.24700000001	0	54054.389	0	6134.946	34803.1005000001	0	62187.35	0	16273.0090000001	13287.5975	0	518.929	26053.2685000001	61322.5925	0	3516.084	59632.4484999999
132	132092.083500001	54898.582	76806.2229999999	25495.4645000002	36108.2670000011	51778.1579999994	25420.0705000002	53158.9700000006	76032.8280000006	150106.5525	52946.2534999993	89144.5339999998	73004.2695000001	52817.5374999999	17909.7360000001	36217.0874999998	49279.9829999998	78825.0965000001	89836.5199999995	54576.6845000003	34960.5200000001	36850.9280000006	34452.3779999993	29191.5234999997	34759.1539999999	75390.4419999998	25306.5649999999	37201.5224999996	34856.3155000005	17310.0884999996	83652.3410000002	110170.890499999	34989.8685000006	18131.5844999989	26970.2160000014	108054.518	55621.7629999998	54581.2879999993	48659.4640000002	81310.1454999995	47399.497	38371.2064999992	53082.1690000003	25259.5979999988	76057.2939999988	0	26837.6690000009	74820.0995	34052.0480000002	73209.7774999998	34182.7130000005	33121.9505000002	51547.0450000004	92744.8370000003	113460.318499999	36632.5505000005	92301.2100000003	36430.3109999997	33814.8880000003	53000.2760000004
133	47131.0004999996	25229.1270000002	16840.7250000001	133105.975500001	64055.7144999994	119286.6385	23057.7839999995	32806.2240000002	84148.7775000001	24251.2459999995	15670.1825000005	87065.3109999991	126757.601000001	24372.2835000003	17211.8580000001	33630.9504999997	90109.0984999999	46560.359	67027.6729999995	52046.5365000003	16625.1330000001	84860.0510000004	46578.1164999995	15915.6270000003	94560.4524999992	35325.3379999989	45860.8934999988	133508.012499999	64506.6479999998	65951.6465000008	25212.9149999997	33739.9750000005	49028.3460000004	86605.9635000004	75706.4079999988	32016.7489999993	51284.2999999999	68686.0914999994	45424.9569999993	50637.7504999994	125114.265000001	32244.5765	88892.2150000006	47736.6554999992	47138.039	49560.3919999994	24338.3305000001	70652.0984999997	34045.3624999999	72159.4669999995	132254.7455	115020.089999999	72058.8564999992	33815.4240000003	33648.7804999989	71128.5845000002	87644.5909999997	66584.2575000005	68400.3464999994	62926.3374999996
134	10107.2425	7092.33800000011	441665.455500005	11127.4494999999	21285.7614999998	8471.34449999966	5958.495	12378.425	596185.209999996	12669.7919999998	4740540.35200001	16981.9389999997	109250.46	4526.54999999992	185180.231500001	239823.125000001	207710.0135	5841.68549999983	64413.5210000002	57049.9629999999	38136.0339999998	429694.554499997	10216.3165	16717.9500000001	220560.267000002	1339244.948	4532.48899999999	279637.565999999	44253.1865	37045.9879999996	8103.69600000031	282350.214	66704.3690000004	280383.859000003	65917.3399999995	22138.7914999997	113443.901000001	228379.214	4724.70600000001	1601.68850000002	129348.633000001	133568.401999999	778007.90850001	9072.56349999997	25070.8860000007	39656.4395000002	37587.8199999999	29844.1855000001	63986.1420000001	520770.299000004	89335.7959999998	125519.171499999	6312.66749999996	207087.559499999	58384.3094999997	27261.7209999999	283263.468000001	526146.769000005	74067.0465000007	118329.621999999
135	18053.5025000006	203061.9505	86574.1494999997	162934.051999999	138908.9975	199709.891500001	148009.034	50724.341499999	18208.4085000005	110810.333000001	148746.438500001	17321.7715000001	17439.37	231889.193999999	98261.6270000002	18034.7365000001	100077.662	148352.6275	84828.9385000011	49824.2885000008	18215.5679999994	156364.988	33739.8445000002	98278.5159999999	134791.067000001	68450.3339999991	42587.1720000001	149629.4835	101298.895500001	16826.6024999999	66752.1285000016	51640.7089999997	115876.397	127807.191000001	141261.358000001	34432.5150000004	67767.2335000001	116052.481499999	198161.274	201093.561	34848.6749999994	120907.7355	34779.2310000003	236639.429999999	300833.071000001	17337.2599999999	338129.693	34556.6310000003	197184.23	87651.7195000005	36115.7254999999	50843.7885	352810.784999999	54733.4780000003	153339.0315	138632.962500001	105207.0305	50474.110999999	18160.1200000001	85189.4265000001
137	50505.6169999999	164844.219999999	170598.399999999	87009.3745000008	13243.9395000001	149906.201500001	6559.98300000006	18976.3725	71885.4130000008	119355.9155	614154.826000003	26227.722	50182.8450000002	37448.9409999998	193926.763999999	114381.758499999	72985.5720000002	8648.96350000013	48907.7795000002	28146.335	40502.7500000002	216003.513500001	8870.83500000009	27096.0150000003	31454.1405	86728.7160000003	31053.89	74920.2775000001	22265.2420000003	22350.9255	392564.8535	47736.3749999996	20968.2199999998	18704.496	249462.060999998	0	83864.8185000004	67064.5625000008	0	120226.714	22143.1909999999	44783.7420000005	46890.8500000007	6884.72000000014	70597.9865000001	107491.4595	151696.519	82459.7634999992	90961.9129999996	259932.834999999	85474.9075000004	135297.124499999	0	112455.3585	73221.1080000003	94780.5740000001	152735.992000001	132483.3025	17471.6749999998	183777.156
138	0	0	0	0	222.632	0	0	171.990000000001	0	0	0	0	0	0	0	175.854500000002	0	175.266000000001	0	0	706.193500000004	914.095999999999	17546.4	0	289.129500000001	217.853999999997	206.262	11955.1165	0	44888.035	0	202.864000000001	167.586	0	0	0	0	0	0	0	0	0	6378.77	4895.15350000001	168666.8445	0	0	0	0	0	0	0	198.738	0	0	219.491999999999	284.019500000001	0	0	0
140	52652.7705000001	218510.658000001	102544.8075	172367.209	25400.0795	136158.3175	19272.5624999999	97541.8380000011	1516.81600000001	80851.7654999998	365491.035499999	46549.7739999995	89707.6545000006	84058.2530000027	203375.059000001	49822.4575	23079.5335000001	33988.0495000004	207365.3275	128330.491000001	2921.58050000007	55152.6305000016	6559.5315000001	55387.4684999998	300348.769500001	158049.5155	36865.8275	133015.062	1212.86000000004	41960.5250000003	23336.2029999999	736558.277999999	91086.0050000004	61463.909	6308.86799999997	3356.46749999989	140512.500999999	56909.1305000002	66736.1020000006	169161.267000002	134143.611999999	149355.289000001	3561.80199999998	33855.9810000007	131866.911999999	40373.4629999997	56176.1474999997	83883.2054999997	2384.17450000001	17576.061	29928.6730000003	15816.7964999999	337613.6185	67072.2789999996	147950.562000001	108860.106999999	27184.8790000002	68508.4059999996	61893.6104999992	61460.9849999997
141	40462.1550000005	80827.7534999986	85014.5330000013	66091.4520000012	16374.4645000001	49551.9235	51123.6219999998	151058.5055	884.202999999994	17518.1860000005	254952.186	58298.5584999996	328863.307500001	146611.449	69660.8479999993	62096.001	49938.009	33988.0495000004	27620.8605000003	45449.7215000001	2641.936	284947.349999999	6559.5315000001	45626.953	118311.983999999	88470.9619999991	20320.9534999999	133776.932	1036.22100000003	40338.7915	20600.811	219061.030500001	27001.921	35210.6045000001	3169.96000000003	1401.7	93759.5940000003	26816.1984999996	38586.3979999998	200645.245500001	279129.7505	246296.746999998	1357.11799999998	35933.2085000007	52102.9804999996	102105.716	194678.8925	162693.598	2828.34649999999	26562.2325	39043.5930000003	19130.8979999997	258445.016999999	29406.1925000001	34839.9840000001	113819.853500001	79448.6284999995	238780.1275	60443.5219999996	148172.715
144	24388.5720000002	18029.0180000002	51932.3565000005	12111.3745000002	15697.2690000001	17363.9800000002	9055.68300000019	63097.0645000003	6381.58700000006	16372.0725000003	199493.199499999	30985.5420000001	14140.9520000002	15168.9075000001	19439.2005	25102.1930000003	17196.952	8818.99199999987	5735.07999999995	37664.5059999999	20058.8294999998	24797.2680000003	91265.0435000002	6258.14700000011	38519.3325	35051.9390000001	289511.593	13038.5029999999	30473.9559999999	17257.2285	263366.532499998	40141.1469999999	10550.9399999999	31823.8500000003	370637.777999997	20561.4494999999	18544.6035	7908.26400000016	16835.5694999998	59492.967	17958.3799999998	26416.6335000001	0	25267.2974999999	29666.178	8904.74799999982	37118.5220000002	7458.87000000022	15793.4759999999	29058.8929999999	39910.8935000003	9047.89800000013	15310.3280000001	27323.9785000001	24846.3840000001	17456.7700000001	48017.1075	26342.7495	31049.8954999997	13554.1599999999
147	35800.5310000003	0	0	121619.364	20954.542	72665.5369999997	0	184215.998500001	1816.55349999993	15566.8765000001	0	0	0	0	0	43061.5945000001	76903.4605000003	50312.4750000001	0	155408.372	2544.45150000001	238859.076	9515.62900000006	45444.7134999996	0	0	3910.66699999998	45313.6879999995	1032.37200000002	10896.1924999995	44853.054	0	0	52837.1470000004	30826.9959999999	11816.9099999999	0	0	10919.092	0	0	0	2431.74750000005	0	0	0	0	105043.6335	1312.00000000007	13512.4759999998	0	26836.1599999996	0	112313.542999999	45964.6349999997	0	0	0	0	0
165	1513.79400000005	6758.32499999987	8528.54599999985	0	0	12185.5675000001	28234.2944999997	21628.2589999999	10500.7435000001	17621.9440000003	14073.3505000001	9696.90749999982	9197.08299999986	209007.818999998	8496.56299999992	7727.90999999989	36053.6080000003	47487.9659999999	1086.27599999999	9275.58650000016	0	1895.7915	30748.4379999999	14496.8074999999	11929.0819999999	0	8941.38450000009	0	6263.56450000002	8445.42999999991	7782.72949999979	18103.3819999998	6744.69950000004	6759.70800000004	0	0	0	11464.4104999998	18267.9904999998	4731.27600000001	0	16992.3325000001	8993.29349999994	736.584499999998	1806.7945	2123.79999999997	25511.008	4172.45949999996	7125.45749999999	0	16634.6960000001	12982.0689999998	0	4735.83199999988	5736.26999999995	0	0	3594.3939999999	6115.33599999998	787.318499999976
167	5776.24050000017	10587.8740000001	53757.1984999998	18801.491	9587.63799999998	12472.5709999998	5061.46499999999	46154.3295000002	5847.95200000004	21426.9059999999	199941.2345	10629.7564999999	133676.015499999	19479.3575	13174.5109999999	10563.12	10205.2839999999	7176.608	11674.558	9324.352	13609.404	15715.0249999999	64464.9804999996	7351.55449999997	40270.099	39209.8834999998	69636.7554999998	11868.6800000001	21417.3994999998	5162.72000000014	202291.130999999	34326.6370000001	7285.70000000019	10675.7390000001	347042.9695	14109.3995	21041.2260000002	8908.83599999972	17089.9055	33939.5155	23531.6764999999	16445.9440000001	15538.0340000002	20927.2404999998	31437.5350000001	13739.6960000001	45662.8119999997	6652.02550000016	19164.6524999999	60108.5814999998	61057.7055	15642.9994999999	13054.5790000002	32193.9775	16261.6709999999	5934.87399999995	36474.4780000002	50728.8595	54448.7835000003	16965.3564999998
170	0	549.023999999998	125475.368	1142771.915	2255097.04999999	162154.235000001	9925933.75149997	1787115.41649999	1261529.802	1584.321	21674498.1210001	698.640000000003	1745992.71650002	351.755999999999	3730.3445	3818632.05699998	1882008.518	328.3	15630.9869999999	2459.80400000003	0	2820622.852	1207217.91499998	1708454.24850001	294.097	3222160.28950002	54042.2785	308.825999999999	288.551999999998	420.066500000003	473.671	146780.434000003	2784922.12650001	4226108.494	3338728.95899996	3551849.31150002	5951300.25849999	1721219.419	9447.15150000004	1605.3205	7554848.71800001	240219.7345	334.560000000001	258.962000000004	240.418499999998	268.878000000003	2646.0165	608902.444499997	2883536.91400002	726448.747000004	1191.1635	4002250.77549999	5566.02000000003	3121887.21799997	1884193.0045	1193307.23250001	5415317.44750002	2354898.22300001	8984.35750000004	3847896.56050001
171	0	4802.10999999998	87287.9315	1981135.8895	692759.6865	812065.719000002	2166570.2915	412003.152	1148116.2915	26186.3215	18478557.5105	1495.6735	290729.4245	390.765	8420.1605	1706948.462	2186966.4235	204.3125	59695.4305	4035.8495	253.812000000002	1507867.61	201798.03	845972.9575	374.376000000001	546655.200499999	82405.2254999999	230.8875	332.927999999999	0	2089.9295	125919.659	420164.6725	1664238.3985	11298222.117	260539.398	2820590.15149999	1313742.8705	6880.00100000001	1010.67	2377384.0205	166707.8755	0	338.962500000001	305.225999999997	218.353000000001	20461.7435	398517.9765	2245592.0005	3301945.85199999	673.527499999999	1202168.3185	27414.4200000001	942793.493500001	178888.4715	598285.879000002	394685.751	5579419.451	11600.4575	875597.412
172	0	1001.648	45203.0010000001	113211.258	38722.349	93300.4554999996	466442.757000002	23609.5935	93845.7749999999	1753.325	1402626.714	1242.99399999999	37505.5095000001	0	2278.499	128072.5345	37034.6080000002	512.523999999999	9585.89799999999	3654.05899999998	0	112055.192	18915.0375	33059.5599999999	269.616000000001	48793.0379999998	30693.2835000001	472.167999999999	168.507999999999	428.205999999999	0	35964.0854999999	53709.5205	95087.9570000002	989512.659000003	33383.0230000002	131868.729	33888.8879999999	1617.393	1797.82500000001	107498.028	19476.2895	0	517.1425	0	0	1818.90700000001	137653.391	88871.3819999999	87624.0020000004	1497.40999999999	46293.4545000001	14215.4330000001	56224.5835	55457.2565	135663.997999999	81526.3819999997	101245.763999999	4604.5285	41071.5839999998
173	0	450.294000000005	34973.3855	115379.9575	685521.926	11555.777	2043218.80200001	616981.1605	310355.589	396.638	14713478.2145	314.400000000001	524545.611000003	344.985	533.825000000001	1241633.7235	627203.63	368.606	4925.16200000002	768.944499999995	0	979714.887500001	362751.771499999	568097.3535	414.920000000001	1106309.85550001	15492.2265	613.360000000002	0	273.963500000004	0	49033.4505000001	905530.585500005	1357775.9715	157310.886	837559.709000006	2143548.65250001	610956.996000001	912.117999999998	487.975000000001	2632244.81500001	508922.105999999	406.741500000001	212.744999999996	387.039999999995	0	0	200783.3725	1001377.7865	260715.8605	386.567999999998	1325952.14799999	0	1009391.113	409451.383	385265.821500002	1150128.4	886975.0795	3244.81049999999	1159193.23
174	515563.033	899391.5205	505409.088	322728.946	18832.5975	799615.934	4699.625	160555.993	258158.902	639056.067	1001057.799	253910.1895	325409.2145	663848.328	527288.4	326153.9155	266903.974	310132.711	368329.478	362982.9105	295257.899	280571.0075	365263.818	417558.943	385130.136	353027.7035	323589.4175	380444.265	251888.5395	165939.188	1524413.01	331703.9825	250008.335	272453.08	3168857.575	242576.0395	130990.822	106232.334	27940.0405	1229442.7935	414734.2935	599142.945	343096.6405	387211.3195	550303.7945	638886.5205	812956.317	278964.7135	399074.2635	621592.3105	553611.924	221206.507	392974.2475	247936.0895	334209.989	531104.905	450873.6715	311874.8005	355859.0275	412529.472
175	60447.8835000002	128948.3645	0	0	211.044000000003	0	0	183.456000000001	0	233.304500000001	0	79141.5114999998	0	0	320.677500000002	0	0	183.568000000001	0	240201.471499999	234893.555	242944.163499999	0	0	0	206.451000000001	170183.878	410.133999999998	0	343.244999999999	596753.501999999	22353.3575	39185.8164999999	201.227999999999	0	0	148006.398	73166.8645	16926.6789999999	267321.375499999	319851.031	278838.091000001	454.23	0	0	0	617.337499999998	249.695999999999	358213.287499999	480769.539499998	212028.581499999	217.588000000003	0	0	0	0	0	31886.6635	7110.46649999999	29234.9610000001
176	548091.194500006	1290151.71850001	48005.3214999999	98971.5624999997	75239.0795000001	37284.3379999996	47422.6205	9668.82299999993	11703.8770000001	115737.418500001	323427.740000001	86552.9149999998	45283.8734999999	61089.4374999994	39952.5015000001	24036.2235000002	23024.2530000002	55389.0579999998	118272.084	352448.983999999	68412.8319999995	53628.0550000006	567554.660500004	574986.045500003	151595.956	103353.709999999	539446.279999999	182086.100000001	71563.4374999999	108417.678999999	265178.011499999	63893.2704999999	25920.8269999997	12079.2235	1061505.39449999	17511.3339999996	151931.056500001	137008.150000001	325596.277000001	1109956.6675	81008.5780000001	86473.3015000003	316985.141500003	136169.2305	84071.9599999999	55208.1149999999	903629.974999996	32672.534	170170.811999999	237459.596499999	144563.135000001	26474.8890000002	101756.706	37046.9955000002	40912.6779999998	60780.807499999	101888.384500001	44130.4740000001	144316.983999999	51330.8440000004
