row ID	s2_BE6_01_51119.mzXML Peak area	s97_BG2_01_51481.mzXML Peak area	s98_BG3_01_51483.mzXML Peak area	s46_BE11_01_51127.mzXML Peak area	s45_BA7_01_51160.mzXML Peak area	s50_BG5_01_51487.mzXML Peak area	s51_BD5_01_51093.mzXML Peak area	s59_BE8_01_51271.mzXML Peak area	s58_BD10_01_51248.mzXML Peak area	s66_BC11_01_51220.mzXML Peak area	s71_BC3_01_51063.mzXML Peak area	s70_BC2_01_51061.mzXML Peak area	s75_BE11_01_51277.mzXML Peak area	s76_BA12_01_51031.mzXML Peak area	s80_BC12_01_51222.mzXML Peak area	s81_BB3_01_51177.mzXML Peak area	s85_BB10_01_51052.mzXML Peak area	s5_BC6_01_51069.mzXML Peak area	s6_BD3_01_51232.mzXML Peak area	s100_rerun_BA6_01_51158.mzXML Peak area	s101_BA9_01_51025.mzXML Peak area	s88_BD7_01_51242.mzXML Peak area	s89_BD11_01_51250.mzXML Peak area	s93_BE3_01_51259.mzXML Peak area	s10_BE10_01_51275.mzXML Peak area	s11_BA10_01_51166.mzXML Peak area	s15_BA3_01_51149.mzXML Peak area	s16_BD2_01_51227.mzXML Peak area	s110_rerun_BB12_01_51140.mzXML Peak area	s111_BC11_01_51081.mzXML Peak area	s20_BD8_01_51244.mzXML Peak area	s21_BA9_01_51164.mzXML Peak area	s26_BC9_01_51076.mzXML Peak area	s25_BE7_01_51121.mzXML Peak area	s30_BB2_01_51174.mzXML Peak area	s31_BC2_01_51201.mzXML Peak area	s35_BA7_01_51021.mzXML Peak area	s36_BD4_01_51234.mzXML Peak area	s41_BD7_01_51097.mzXML Peak area	s40_BE8_01_51123.mzXML Peak area
95	111461.3555	211583.357500001	214082.139500002	81330.1869999991	141327.231999999	181525.2775	81263.9639999998	8615.01949999991	56110.2850000001	55508.6619999989	106644.122	24378.2799999999	185315.509999999	53540.5560000005	133686.269	52467.4124999996	126180.975499999	109052.770999999	110319.147	164374.2985	78288.8860000001	111784.705500002	134679.3845	89255.4834999987	124749.887000001	27221.9324999998	54826.0905000008	110710.721	151157.919	54427.2470000003	133756.735499999	106121.263000001	115484.657000001	189633.278000001	78474.2039999988	79888.0519999998	81268.2440000012	83825.3805000008	55251.1579999998	80196.6265000002
97	124193.654999999	201060.450000001	123208.743	98927.5514999999	51019.5949999997	202275.498	49486.5964999998	77130.824000002	49921.5809999996	98470.3505000008	48542.0330000005	44325.657499999	74156.5535000015	48331.0520000004	75938.9435000001	200739.288	202421.5465	49847.999	75683.3600000008	49641.8665000007	72609.7449999994	129258.1155	136493.3735	110651.813	589752.236499999	129102.950000001	48776.7174999995	128524.125	96032.4249999994	46036.7114999997	50407.0035000015	52149.404499999	52442.4565000001	23675.8599999998	70822.9739999997	97245.5809999999	96097.034500001	24974.3790000012	57311.2630000001	72547.5734999991
98	10231.51	2113.74900000004	83169.1540000007	43097.2329999998	0	6818.67899999999	38061.8484999999	8536.16499999986	132112.7775	79333.6064999999	43336.647	835.89	121260.262500001	11539.6485	12154.7249999996	0	17014.2849999999	14235.7225000002	13057.1985	0	7714.98000000016	1224.24050000001	54576.4119999993	33597.4655	6536.43900000013	145968.673499999	1530.36000000002	2510.65499999999	8113.05000000005	59100.0265000003	7475.21999999996	11456.6024999999	153563.910500001	0	0	4453.83099999998	8911.53900000018	18093.6624999999	13103.0810000003	42278.7074999997
100	178463.614	220249.204	316222.639	101980.7925	54077.8909999988	453748.833499998	49622.8750000013	375261.2115	53159.4485000006	300189.9725	107122.7355	92511.1040000008	410314.344999999	101029.989500001	82150.691	81927.839500001	119807.385500001	257676.347500001	260182.978	217246.8705	96819.350000001	113786.31	56560.2800000011	57465.1479999999	330292.5285	320617.86	168843.903500001	82101.5099999994	132769.531999999	124654.511000001	111950.373999998	52572.9240000013	53586.7754999999	109129.4395	76353.065999999	54619.1890000012	95035.450999999	83273.9964999997	134884.305499999	54803.1749999994
101	87025.6035000004	347308.199	80907.0775000023	78646.7879999997	119990.96	40814.9550000023	57465.6389999993	527155.419000002	107823.665999999	88205.6040000002	155529.467999999	75403.3975000002	36496.9150000013	75444.664999999	92644.028499999	119170.877499998	42823.8540000003	160261.408500001	92313.4114999997	130173.0885	46293.953	227793.678	58081.3865000006	94106.8375000021	35974.8225000017	59974.8269999999	112824.712000001	109066.317999999	156696.611999999	152022.1585	147069.827000001	119923.543499998	48992.7764999992	54983.5620000001	95752.6774999996	79839.2774999991	100564.011000001	232468.66	104313.100000001	133708.865500001
102	49338.7090000007	73598.3099999994	37293.5849999999	73301.0439999998	233314.476499999	37446.6015000013	46236.4594999998	71279.1104999995	130749.368	74229.1520000014	47510.909999999	70138.2885000002	68254.4254999981	70237.6719999992	94548.7954999989	51528.4410000011	438860.897	72249.1210000005	55347.45	76731.3595000002	95555.4784999996	130402.476	79901.3925000005	139505.357999999	175058.3415	101662.8035	119521.585499999	75869.1759999998	71495.4039999987	123938.8435	73120.328	130867.010499999	103516.075	98910.701500001	46774.5824999997	202459.797499999	0	56018.8529999993	70092.0529999999	76349.8729999999
103	103290.160999999	347279.998	35929.6949999992	72129.2615	52954.605	379692.182999998	73610.3700000011	164283.545500001	81308.4624999998	53099.7194999995	125968.170000001	49964.2510000001	339962.208499999	118965.084000001	98784.7719999992	51777.5765000005	49895.0660000008	77469.7874999995	49084.286999999	51876.2689999989	72279.530500001	53451.7034999992	54287.6259999995	55959.4174999993	99290.0935000002	71050.3470000004	76938.5610000012	77428.5099999994	137222.150000001	52226.3879999994	104688.5615	50193.9124999991	102976.292999999	96068.005	69485.3259999991	68315.2839999992	116795.997499999	100769.745499999	106371.710499999	49159.7974999995
104	106142.213	561846.973499999	588083.911000001	111024.596	112927.2025	524455.129	103092.789	580890.684499998	107971.255999999	95933.9725000001	106874.583	97979.2315000004	580503.146999999	141213.78	106731.2265	116513.7955	103585.8765	114347.9715	99564.0795	106828.346000001	98844.3200000003	111995.196999999	117529.077	116541.101	579426.302999999	110607.124	115816.272	90336.4595000001	102849.506000001	99004.8575000001	115727.383	104912.11	115716.711	99367.298	132500.709499999	105451.865500001	103990.8965	118976.845	111844.455500001	99465.9819999999
105	46649.7605000006	677245.547500002	91272.545999999	0	115849.0955	92155.1194999987	47393.1404999995	133448.755999999	47471.279999999	167229.755	48868.7559999989	42732.776999999	690136.264500001	68725.5350000001	94278.9129999993	98956.8274999988	0	0	73338.8450000007	144653.111000001	93215.4955000005	125408.332	77890.1834999996	75374.1885000001	217940.75	73782.2294999996	148040.4275	97210.3604999996	91997.1164999991	74258.9895000001	47212.7200000014	71449.671999999	48654.8795000009	73519.1289999993	65217.2414999997	45644.919	46426.611500001	48834.6664999995	47735.0415000004	129295.957000001
106	5414.75150000017	0	295.573000000002	14497.361	17223.3620000001	8494.76999999986	13772.3089999999	30596.3150000002	8697.34799999992	9931.57299999994	2096.62099999998	68459.3265000009	7184.66900000005	5250.74200000001	4767.91849999994	5105.49899999998	7855.30200000017	4401.04299999998	87388.8725	1546.01999999996	9554.25999999997	6329.59000000001	9373.40699999996	6701.10650000004	6801.48400000009	14340.8000000002	552.848499999999	83810.7199999993	12931.1915	503.019499999995	2638.68550000004	12010.6784999999	0	8292.29599999995	0	25192.6105	9090.94650000001	5548.8075	21197.5715	10289.2260000001
107	92586.1459999989	1847395.7105	565833.579500002	253316.273499999	169295.146500001	493491.952499999	24387.6599999999	252241.551499998	191341.5825	116503.4115	24990.3199999998	22815.4320000001	250880.306499999	340866.396000001	164367.148500001	48810.6240000006	203169.500000001	25560.9365000009	120003.190000001	70281.9660000002	24174.3914999995	269313.462999999	240847.066000001	200627.634000001	164830.088999999	47384.5199999994	233198.399	186580.930000001	45618.5040000007	179029.348	236914.2475	145369.361	216803.8545	303678.7755	24310.8704999996	24968.6354999994	183742.771000001	145737.698499999	294075.786500001	47007.4735000004
108	5414.75150000017	0	295.573000000002	4764.61199999998	20085.0385000001	7905.45150000012	8345.46949999999	30596.3150000002	7259.68449999997	7610.98749999998	2096.62099999998	45061.8480000007	13618.1645	10203.7495000001	4767.91849999994	9327.0735	9972.4520000001	4401.04299999998	88712.3330000001	2845.88999999998	6332.92499999996	6261.88100000006	6067.38900000006	2679.0465	8592.87199999999	19531.3235000001	1399.09649999999	55531.3484999994	18870.7004999999	0	10099.6345	16173.616	1414.87399999998	8229.83799999996	0	41625.3570000001	6540.82950000005	5548.8075	15312.1514999998	10314.145
109	43374.5369999988	287096.1825	29932.6604999993	187223.244499999	99942.4415000001	312290.142500001	38709.7725000011	292559.675	0	165417.3615	42410.2515000001	37642.5094999995	158011.550999999	58357.6590000003	39903.3464999996	249657.4575	93411.2995000004	194602.588	84980.8919999997	41861.7089999991	56254.4410000007	87428.7459999994	149946.370499999	43880.5374999991	299421.677999999	87514.9650000001	169806.8945	42003.8725000007	130013.718499999	102373.454500001	40560.6839999998	138923.3245	109435.7965	39522.5440000001	131679.8675	41156.7659999992	80269.7369999997	43758.4329999998	39709.5035000002	43831.8474999995
110	6953.2065	0	424.630500000004	4764.61199999998	11788.527	7905.45150000012	9672.15850000004	30270.586	14369.642	8060.33199999999	895.165499999983	43877.6490000004	13618.1645	6506.15750000002	4710.39800000005	3204.56599999996	7860.59649999999	7462.95399999997	89233.3005000014	5886.18699999997	6332.92499999996	7138.11949999995	6067.38900000006	3722.81449999997	9417.2315	9725.51650000004	1399.09649999999	26278.4339999996	15380.9765	0	3722.829	16173.616	1414.87399999998	8229.83799999996	0	16499.971	7316.86200000002	2018.78100000001	15940.503	10314.145
111	105617.6555	1568.63999999999	885.887499999973	94829.5849999999	88378.302	820.844999999989	107347.895000001	1077.46500000002	87481.0599999996	100723.4305	106370.4645	104977.579500001	918.679999999968	133402.3005	96471.9655000003	96594.6229999998	98198.7960000001	111421.79	101431.0215	97507.7900000008	108979.7935	109946.487999999	95089.3690000001	106230.351	1911.76650000001	91791.7919999999	108397.118999999	109213.3955	94715.9145000005	108994.7155	92185.2005000005	94128.1820000002	116979.727	105285.1205	37558.1170000001	105608.573000001	101401.823	103338.067	110194.179000001	98550.6674999999
112	18400.5074999999	377.811999999993	0	10080.081	12097.8229999998	8191.704	9727.26300000014	29980.2485000001	10453.6915000001	10441.7985	1237.19400000002	44602.8590000004	7414.93899999996	9431.94449999996	3808.99500000006	6940.68150000012	7702.496	12977.1599999999	59794.2259999986	1634.63300000001	9428.357	15816.8410000001	10659.7669999999	5320.30399999995	4623.25300000002	18996.8100000001	611.49000000001	25767.1984999991	17058.214	0	6164.66949999987	16595.3019999999	949.460000000023	5443.77299999985	4475620.77900003	7987.81950000019	5647.92750000006	3986.94700000003	8946.73799999989	17113.3959999999
113	5155.85350000009	0	424.630500000004	8233.78	7849.18749999999	13540.5245	4728.00799999996	43069.4169999996	5517.51750000009	5520.712	1039.992	42438.8954999981	3495.40100000002	6506.15750000002	9658.22200000001	5325.23400000002	8603.99399999999	9304.66599999998	86956.8900000008	3462.37700000005	8121.63450000002	4416.2855	5937.12600000017	7846.26150000007	6282.53600000011	6638.74549999998	1905.14800000001	53050.9179999994	13697.9675	402.579000000006	3722.829	7250.95200000003	0	6962.82149999997	0	7832.57899999952	8269.6685	2110.69700000004	5150.41999999993	6968.76599999995
114	90483.8405000003	157706.148000001	309105.447999999	342917.1595	158296.574999999	349521.865	22652.3639999995	182004.376500002	262534.902	45604.4175000009	46238.4389999991	242621.412	284787.89	87955.0154999999	217361.609000001	86821.6599999989	64485.8680000011	312252.952	89487.648	382638.374499999	22375.5719999996	70340.1490000009	388604.028500001	94323.4390000013	265511.250499999	175096.126500001	198528.962	22770.4349999992	86414.3909999993	194050.324000001	199436.2365	225085.344500001	24016.9799999998	177439.988	79119.0095000001	22704.6170000004	22663.5199999999	45650.4335000003	22691.1299999997	22797.6804999992
115	89257.1804999997	0	122691.561999999	2385226.1465	620461.777500004	3032.17650000004	288251.1375	371912.436000002	2619143.48000001	112392.3465	148518.293	0	809821.566499996	31399.3240000002	114163.3855	0	946214.4405	137332.0915	208913.570000001	278408.491999998	182287.725	952.151999999973	716271.488	1040405.512	663092.884000001	165426.723000001	2249.29600000004	0	52502.6094999997	85695.1549999996	217923.370500001	148294.415	212449.298500001	713948.566500001	0	0	753377.6315	508535.495500002	27937.4250000001	365993.63
116	39113.2140000001	0	37696.5900000001	75367.2690000001	36911.017	32280.1079999999	66313.4010000002	37991.3110000001	73430.2600000002	57357.8585	60074.3079999999	78147.0040000001	20584.2765	53110.1489999999	22465.4225	53269.7014999999	40227.1705000001	13885.7275	73652.006	46524.7734999999	42750.2194999998	55049.2185	75560.5415000001	40428.7625000001	29278.13	81392.5560000001	43559.4700000001	70978.1569999998	17011.7145	21497.5935	55712.8259999998	66405.296	59929.7095	0	31357.7460000001	77005.953	65806.8409999999	68512.4165	71557.1370000001	49943.6965
117	20958.0314999995	31188.2054999997	25172.4165000002	108561.442999999	22140.0269999989	25184.0974999998	69687.1950000002	46302.2515	22777.7305000004	67736.2644999991	22051.1060000001	38759.7290000003	46979.4754999996	20056.8000000001	35423.011000001	21424.4799999998	20171.3309999999	20883.3185000001	92144.1984999995	45538.7479999996	41917.4860000005	45201.2290000009	70326.9144999997	48712.384499999	30397.6155000003	20951.6580000004	21288.7674999998	45085.5089999998	44436.3299999999	65969.4845000012	114917.126	90363.5139999999	20844.7410000004	21251.1199999998	156109.989	107479.4415	42380.6434999995	44997.9660000008	89445.9855000004	109716.515999999
118	143372.705	304064.242	216315.953500002	124752.881999998	23438.5659999992	474559.431999999	20839.5295000005	0	42996.3945000002	145482.878999999	228779.5605	41328.9644999991	76496.467999998	290934.683000001	21524.0339999996	121608.306000001	20977.8389999997	205809.4525	213122.5585	21734.6139999991	21356.6490000006	107199.941000001	334982.383500001	23585.8960000008	258184.824499998	125630.9815	166307.886499999	182825.752	177217.451500001	60469.6824999997	63436.7965000002	81203.638499999	301183.9885	21868.9424999999	78176.0355000004	180984.184500001	21141.1620000002	44303.7540000002	228785.135000001	82060.7164999996
120	67191.0205000003	167642.5115	267643.402000001	91458.4785000003	199583.5305	15757.2094999999	30310.9109999996	28243.4415000004	57318.0549999995	36663.5019999999	43949.4519999997	39943.4569999999	30743.9205	387219.6675	39719.4020000002	57904.8659999999	145650.089499999	40784.4935000003	131191.673999999	143263.469999999	66896.592	64528.9535000004	57707.596	69882.0550000002	43287.9870000003	101224.092999999	107867.138	59240.573	99678.2955000007	57735.12	87647.8435	118815.852	49372.5985	68749.1539999998	168614.365999999	72644.9440000003	142854.245	80331.4909999998	83688.3159999999	87137.3820000009
121	302125.920499999	408501.477999999	284727.5095	21178.838000001	43840.2340000005	341863.756999999	120189.7795	128561.964	210173.75	21609.8139999994	64152.4555000006	94697.2039999996	51807.5449999981	290934.683000001	21727.9009999993	21047.4944999988	20920.7459999995	124469.505	107699.9675	21820.2795000006	157151.177000001	44423.7420000001	230644.469500001	155618.565499999	105340.057499999	167556.056499999	103218.072	81080.0425000001	20549.1840000002	41270.6950000016	143453.768000001	105493.409999998	195114.797000002	164282.506500001	271979.556	224589.8825	318063.8895	123879.879999999	22065.0719999988	21317.0799999996
122	49563.3795000001	182.503999999999	82974.247	97579.6234999999	54920.9745	61546.5860000001	89936.3505	88752.1105000001	105045.32	72999.4074999999	82328.7555000001	94553.9805	34866.8749999999	71044.5744999999	20777.365	68588.5450000001	58110.6804999998	13624.3835	87883.5674999999	62128.189	50156.6985	68737.5465	89271.6229999999	52205.4805000001	52281.7620000001	108406.46	63138.0239999998	100904.9425	18483.1549999999	22884.601	65018.1055000001	91879.219	61055.0395	0	34091.541	98190.5035000001	62380.7195000001	82399.0515	88526.9760000001	61059.5784999999
