CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	id	max_chemdir	max_comparison	sign_chemdir	CLUSTERID1_chemdir	CLUSTERID2_chemdir
44	192	6	0.8882	0.000	97	0.0031555469969264177	Pre-HV:Post-HV	1.0	192	44
44	255	6	0.8937	-56.026	98	0.07214101015769907	Pre-HV:Post-HV	1.0	255	44
44	396	6	0.868	-56.026	99	0.1801183354062984	Pre-HV:Post-HV	1.0	396	44
44	397	6	0.9462	-0.000	100	0.22638447913695994	Pre-HV:Post-HV	1.0	397	44
44	552	6	0.9267	-0.000	101	0.0975121151830239	Pre-HV:Post-HV	1.0	552	44
44	553	6	0.9267	-0.000	102	0.1137738456432915	Pre-HV:Post-HV	-1.0	44	553
44	709	6	0.8987	-0.000	103	0.17390455927112616	Pre-HV:Post-HV	1.0	709	44
44	754	6	0.9	0.000	104	0.007993631626097057	Pre-HV:Post-HV	-1.0	44	754
44	761	6	0.9045	-0.000	105	0.12381297116758026	Pre-HV:Post-HV	-1.0	44	761
45	180	63	0.8259	-17.026	106	0.07890079019069382	Pre-HV:Post-HV	1.0	180	45
45	358	63	0.8566	0.000	107	0.08232160910644225	Pre-HV:Post-HV	-1.0	45	358
46	144	1	0.995	2.016	108	0.021175821865044516	Pre-HV:Post-HV	-1.0	46	144
46	615	1	0.984	-21.984	109	0.10447781266541908	Pre-HV:Post-HV	1.0	615	46
46	617	1	0.9826	30.048	110	0.09489469663130438	Pre-HV:Post-HV	1.0	617	46
46	652	1	0.9111	30.048	111	0.133297824620031	Pre-HV:Post-HV	1.0	652	46
46	657	1	0.9172	6.048	112	0.1347349786960399	Pre-HV:Post-HV	1.0	657	46
47	189	2	0.9282	0.000	113	0.19752094402880988	Pre-HV:Post-HV	1.0	189	47
47	288	2	0.9121	-0.000	114	0.1801744781361519	Pre-HV:Post-HV	1.0	288	47
47	344	2	0.9216	0.000	115	0.014763573204089131	Pre-HV:Post-HV	1.0	344	47
47	409	2	0.9135	-0.000	116	0.1256395555176589	Pre-HV:Post-HV	1.0	409	47
47	411	2	1.0	0.000	117	0.25921319020743894	Pre-HV:Post-HV	-1.0	47	411
47	71	2	0.9121	0.000	118	0.1992072088180724	Pre-HV:Post-HV	-1.0	47	71
47	764	2	0.9042	-58.041	119	0.11468574502861388	Pre-HV:Post-HV	1.0	764	47
47	87	2	0.9147	-58.041	120	0.020927659610690413	Pre-HV:Post-HV	-1.0	47	87
